Title,Category,SubCategory,Info
Changing Lanes 2002 BluRay 10Bit 1080p DD5.1 H265-d3g,Movies,,"
Language: English,
2.12 GiB | 1 h 38 min | 3 080 kb/s | Matroska | 1920x820 | AC-3, 48.0 kHz, 6 channels, 448 kb/s,
Genre: Drama | Thriller"
"Going Down to the River: A Homeless Musician, an Unforgettable Song, and the Miraculous Encounter that Changed a Life",Books,EBooks,"English | September 11th, 2018 | ISBN: 0718095677 | 240 Pages | True PDF | 3.79 MB"
"Energiewende verstehen: Die Zukunft von Autoverkehr, Heizen und Strompreisen",Books,EBooks,"German | PDF,EPUB | 2018 | 181 Pages | ISBN : 3662577860 | 5.96 MB"
"William Godwin: Philosopher, Novelist, Revolutionary, 2nd Edition",Books,EBooks,2017 | ISBN: 1629633860 | English | 544 pages | PDF | 19 MB
Analysis of Clinical Trials Using SAS: A Practical Guide,Books,EBooks,"English | July 20, 2018 | ISBN: 1635269199 | 410 pages | AZW3 | 7.30 MB"
"Education, Change and Society, 4th Edition",Books,EBooks,2017 | ISBN: 0190309768 | English | 576 pages | PDF | 19 MB
"BBC - Ben Zand: Cults, Gangs and God (2018) 720p HDTV x264-TVC",TV,,
Electronic Nose: Algorithmic Challenges,Books,EBooks,"English | PDF,EPUB | 2018 | 339 Pages | ISBN : 9811321663 | 17.72 MB"
"Ecological Restoration in the Midwest : Past, Present, and Future",Books,EBooks,English | 2018 | ISBN: 160938573X | 305 Pages | PDF | 2.8 MB
British GQ - October 2018,Books,Magazines,English | 290 pages | True PDF | 39.5 MB
Sound Masters - MARTIN GARIXX Complete Production Package MULTiFORMAT,Other,Audio Samples,
In Hell 2003 1080p BluRay x264-YTS,Movies,,"
Language: English,
1.56 GiB | 1 h 37 min | 2 301 kb/s | MPEG-4 | 1920x1024 | AAC, 48.0 kHz, 2 channels, 144 kb/s,
Genre: Action | Thriller | Drama"
VA -  Less Drama More Deep-House Vol. 2 (2018),Music,Mp3,"
Soulful, Detroit, Chicago House, Minimal, Techno,
320 kbps | MP3 | 2018 | 03:08:46 | 432 Mb"
Strangers S01E01 1080p HDTV x264-MTB,TV,,"
Language: English,
43 min 38 s | 2.08 GiB | 6 808 kb/s | 1920x960 | AC-3 @ 192 kb/s, 2 channels | mkv,
Genre: Drama | Thriller"
"Milady Standard Cosmetology, 13th Edition",Books,EBooks,2016 | ISBN: 1285769430 | English | PDF | 1152 pages | 371.6 MB
Patient Safety and Healthcare Improvement at a Glance (AZW3),Books,EBooks,"English | September 15, 2014 | ISBN: 1118361369 | 144 pages | AZW3 | 6.36 MB"
The Spy Next Door 2010 720p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 34 min | 1.14 GiB | 1 731 kb/s | 1280x720 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Action | Comedy | Family"
Accessory to War: The Unspoken Alliance Between Astrophysics and the Military (Audiobook),Books,Audio books,"English | September 11th, 2018 | ASIN: B07DHSML2R | , kbps | 18 hrs 38 mins | 512 MB"
"Practical Time Series Forecasting with R: A Hands-On Guide, 2nd Edition",Books,EBooks,"2016 | ISBN: 0997847913, 0997847921 | English | 232 pages | PDF | 4 MB"
Poison Foods of North America: Guide to navigating the glyphosate mine field in our food web,Books,EBooks,"English | April 1, 2017 | ISBN: 1520976429 | 422 pages | AZW3 | 6.32 MB"
Honeywell UniSim Design Suite R460.1,Applications,Windows,"x86,x64 |Language:English | File Size: 2.25 GB"
AJAX and PHP: Building Responsive Web Applications (PDF),Books,EBooks,2006 | ISBN: 1904811825 | English | PDF | 284 pages | 5.6 MB
The Best Little Whorehouse in Texas 1982 BRRip XviD MP3-XVID,Movies,,"
Language: English,
 1 h 54 min | 1.44 GiB | 1 805 kb/s | 720x306 | MPEG Audio @ 192 kb/s, 2 channels | avi,
Genre: Comedy | Musical"
Dans la brume 2018 BluRay iPad 720p AAC x264-CHDPAD,Movies,iPad,"
,
 1.67 GiB | 1 h 29 min | 2 693 kb/s | MPEG-4 | 1280x720 | AAC, 44.1 kHz, 2 channels, 192 kb/s,
Genre: Sci-Fi"
Hello Amsterdam - September-October 2018,Books,Magazines,English | 148 pages | PDF | 35.50 MB
Collider Physics,Books,EBooks,1996 | ISBN-10: 0201149451 | 624 pages |  English | PDF | 14 MB
Quantum Theory of Angular Momentum,Books,EBooks,English | 1988 | ISBN: 9971509962 | 528 Pages | PDF | 134.9 MB
"Garden News - September 15, 2018",Books,Magazines,English | 60 pages | True PDF | 44 MB
Just Visiting 2001 720p BluRay x264-x0r,Movies,,"
Language: English,
1.85 GiB | 1 h 28 min | 3 008 kb/s | Matroska | 1280x720 | AC-3, 48.0 kHz, 2 channels, 448 kb/s,
Genre: Comedy | Fantasy | Sci-Fi"
NCH Express Zip 5.12 Beta,Applications,Windows,File size: 3.0 MB
Power & Motoryacht - October 2018,Books,Magazines,English | 196 pages | True PDF | 37.7 MB
Destination WA Wildflower Trial (2018) 720p WEB h264-KOMPOST,TV,,
VA - Soul Normalization Vol 6 (2018),Music,Mp3,"
Original Release Date: 11 September, 2018,
Genre: House, Tech House, Deep House,
Format: MP3 320Kbps,
Size: 171 MB,
Total Length:74:45"
The Power of Social Intelligence: 10 Ways to Tap into Your Social Genius by Tony Buzan,Books,EBooks,"English | ISBN: 0722540485 , 0007150164 | 2002 | PDF | 160 pages | 1,6 MB"
Fugitive at 17 2012 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1.73 GiB | 1 h 31 min | 2 730 kb/s | MPEG-4 | 1920x1080 | AAC, 48.0 KHz, 2 channels, 224 kbps,
Genre: Crime | Mystery | Thriller"
BBC - Tales of Tudor Travel: The Explorer's Handbook (2018) 1080p HDTV x264 MVGroup,TV,,
VA - Ibiza Closing Megamix 2018: All the Hits (2018) MP3,Music,Mp3,"
Mp3 320 kbps | Dance, Disco, House | 02:36:24 | 1CD | 358 Mb"
"Frontiers of Engineering: Reports on Leading-Edge Engineering from the 2009 Symposium, by National Academy Of Engineering",Books,EBooks,English | 2010 | ISBN: 0309148189 | PDF | 176 pages | 19.62 MB
Learning Perl: Making Easy Things Easy and Hard Things Possible (AZW3),Books,EBooks,"ASIN: B01M60UJY9, ISBN: 1491954329 | 2016 | AZW3 | 394 pages | 1 MB"
Seven Stories Every Salesperson Must Tell,Books,EBooks,"English | July 5th, 2018 | ISBN: 1925648699, 1925648974 | 266 Pages | EPUB | 2.38 MB"
Azure Machine Learning Development: 3 Deploying and Managing Models,Other,Video Tutorials,"MP4 | Video: h264, 1280x720 | Audio: AAC, 48 KHz, 2 Ch ,
Genre: eLearning | Language: English + .SRT ,
Level: Intermediate | Duration: 50m 4s | 110 MB"
Fundamentals of Materials Science and Engineering: An Integrated Approach (3rd Edition),Books,EBooks,English | 2007 | ISBN: 0470125373 | PDF | 912 pages | 26.23 MB
JetBrains Rider 2018.2.2 (x64),Applications,Windows,File size: 349 MB
The Retrieval 2013 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 34 min | 1.79 GiB | 2 727 kb/s | 1920x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Adventure | Drama | Western"
Udemy - Network Security Essentials,Other,Video Tutorials,"
MP4 | Video: AVC 1280x720 | Audio: AAC 48KHz 2ch | Duration: 3 Hours | Lec: 12 | 448 MB,
Genre: eLearning | Language: English"
NCH VideoPad Video Editor Professional 6.22 Beta,Applications,Windows,File size: 12.5 MB
ASP.NET Core 2 and Angular 5: Full-Stack Web Development with .NET Core and Angular,Books,EBooks,"English | November 24, 2017 | ISBN: 1788293606 | 550 pages | AZW3 | 7.83 MB"
The Definitive Guide To Object Oriented Programming in PHP,Other,Video Tutorials,"
$30 | Created by WebForMySelf.com Academy | Last Updated 9/2018,
Duration: 4.5 hours |  Video: h264, 1280x720 | Audio: AAC, 44 KHz, 2 Ch | 1.6 GB,
Genre: eLearning | Language: English + Sub | 34 Resources"
The Ethology of Domestic Animals: An Introductory Text (AZW3),Books,EBooks,"English | November 16, 2017 | ISBN: 1786391651 | 			  		   	  		   	  		 		   	 			   		   	  		      		  		  	 			   		  	   		  	   		   	  	 			   			     			  				 304 pages | AZW3 | 7.83 MB"
"Health, Safety, and Environmental Management in Offshore and Petroleum Engineering (AZW3)",Books,EBooks,"English | May 2, 2016 | ISBN: 1119221846 | 272 pages | AZW3 | 7.83 MB"
Python A-Z™: Python For Data Science With Real Exercises,Other,Video Tutorials,"
MP4 | Video: AVC 1280x720 | Audio: AAC 48KHz 2ch | Duration: 11 Hours | Lec: 69 | 2.18 GB,
Genre: eLearning | Language: English"
How to add Push Notifications in Mobile and websites apps,Other,Video Tutorials,"MP4 | Video: h264, 1280x720 | Audio: AAC, 48 KHz, 2 Ch ,
Genre: eLearning | Language: English | + Resource Files,
Last updated 9/2018 | Duration: 1h 13m| 763 MB"
µTorrent® Pro - Torrent App v5.3.3-mod,Applications,Android,
Easy Christmas Cut-Up Cakes,Books,EBooks,ISBN: 1423650360 | 2018 | EPUB | 72 pages | 12 MB
Duolingo: Learn Languages Free v3.99.1-mod,Applications,Android,
How I Learned 12 Languages — The Polyglot Mind Series,Other,Video Tutorials,"
MP4 | Video: AVC 1280x720 | Audio: AAC 48KHz 2ch | Duration: 1.5 Hours | Lec: 30 | 966 MB,
Genre: eLearning | Language: English"
To Trust or Not To Trust - Love's Labours Lost. A Sad Family Story,Books,EBooks,"English | July 26th, 2018 | ISBN: 1786069539 | 320 Pages | EPUB | 3.63 MB"
The Ninth Configuration 1980 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 57 min | 2.25 GiB | 2 731 kb/s | 1920x808 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Comedy | Drama | Horror | Mystery | Thriller"
"Relentlessly Plain: Seventh Millennium Ceramics at Tell Sabi Abyad, Syria",Books,EBooks,"English | October 14th, 2018 | ISBN: 1789250846 | 384 Pages | EPUB | 26.37 MB"
Manny 2014 720p BluRay H264 AAC-RARBG,TV,,"
Language: English,
1 h 27 min | 1.06 GiB | 1 730 kb/s | 1280x720 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:Documentary | Biography | Sport"
Kill the Irishman 2011 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 46 min | 2.03 GiB | 2 728 kb/s | 1920x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Biography | Crime | Drama"
Oceans Eight 2018 1080p BluRay x265 HEVC 10bit AAC 7.1 Joy [UTR],Movies,,"
Language: English,
 1.45 GiB | 1 h 50 min | 1 889 kb/s | Matroska | 1920x800 | AAC, 48.0 kHz / 24.0 kHz, 7 channels, 276 kb/s,
Genre:  Action | Comedy | Crime | Thriller"
The People's Hope: How to Save America and the World from the Predator Class,Books,EBooks,"English | July 15th, 2018 | ISBN: 1543936075 | 170 Pages | EPUB | 0.99 MB"
Microsoft Office 2016 for Mac 16.17 VL Multilingual,Applications,macOS,File size: 1.67 GB
BitTorrent® Pro - Torrent App v5.3.3-mod,Applications,Android,
Finance for Managers (UK Higher Education Business Finance),Books,EBooks,"English | September 1, 2012 | ISBN: 0077140079 | 258 pages | AZW3 | 6.96 MB"
Modernizing Repression: Police Training and Nation Building in the American Century,Books,EBooks,English | ISBN: 1558499172 | 2012 | 402 pages | PDF | 4 MB
Hurricane 2018 1080p WEB-DL DD 5.1 x264 [MW],Movies,,"
Language: English,
 1.89 GiB | 1 h 47 min | 2 513 kb/s | Matroska | 1912x792 | AC-3, 48.0 kHz, 6 channels, 384 kb/s,
Genre: Drama | War"
"7th International Conference on Compressors and their Systems 2011, by IMechE",Books,EBooks,English | 2011 | ISBN: 0857092081 | PDF | 504 pages | 91.87 MB
Julius Caesar 1953 WEBRip x264-ION10,Movies,,"
Language: English,
2 h 1 min | 1.15 GiB | 1 360 kb/s | 720x528 | AAC @ 256 kb/s, 2 channels | mp4,
Genre:  Biography | Drama | History"
Bioinformatics: Sequence Alignment and Markov Models (EPUB),Books,EBooks,ISBN: 0071593063 | 2008 | EPUB | 320 pages | 5 MB
Art Tatum - All That Jazz Vol.103 Piano Giant Art Tatum Live in Hollywood and in Studio (2018) FLAC/MP3,Music,Lossless,"
FLAC (tracks) / Mp3 320 kbps | Jazz, Instrumental | 1:01:07 | 1CD | 175 Mb / 138 Mb"
Android Pack only Paid Week 36.2018,Applications,Android,File size: 1.5 GB
"VA - Retro House Essentials, Vol. 7 (2018)",Music,Mp3,"
Original Release Date: March 26, 2018 ,
Genre: House, Tech House, Deep House,
Format: MP3 320Kbps,
Size: 301 MB,
Total Length:02:10:41"
"Victoria - December 24, 2018",Books,Magazines,English | 100 pages | True PDF | 20.6 MB
Avengers Infinity War 2018 Bluray 2160p Atmos TrueHD 7.1 x265 10-bit-CHD,Movies,4K Movies,"
,
 19.4 GiB | 2 h 29 min | 18.6 Mb/s | Matroska | 3840x1608 | Atmos / TrueHD,  / 48.0 kHz, Object Based / 8 channels, 4 534 kb/s | DTS, 48.0 kHz, 6 channels, 1 509 kb/s,
Genre: Action | Adventure | Fantasy | Sci-Fi"
Southern Home - December 24 2018,Books,Magazines,English | 116 pages | True PDF | 19.0 MB
Haunted Changi 2010 WEBRip x264-ION10,Movies,,"
Language: English,
1 h 20 min | 784 MiB | 1 356 kb/s | 720x400 | AAC @ 256 kb/s, 2 channels | mp4,
Genre: Horror | Mystery | Thriller"
Avee Music Player (Pro) v1.2.83 Premium,Applications,Android,
Rawhead Rex 1986 720p BluRay x264-x0r,Movies,,"
Language: English,
1.96 GiB | 1 h 29 min | 3 138 kb/s | Matroska | 1280x720 | AC-3, 48.0 kHz, 2 channels, 192 kb/s,
Genre: Fantasy | Horror | Mystery"
Soundings - October 2018,Books,Magazines,English | 156 pages | True PDF | 25.5 MB
Going Under 2004 720p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 37 min | 1.18 GiB | 1 731 kb/s | 1280x694 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:Drama"
Fuzz 1972 BRRip XviD MP3-XVID,Movies,,"
Language: English,
1 h 32 min | 1.17 GiB | 1 806 kb/s | 720x390 | MPEG Audio @ 192 kb/s, 2 channels | avi,
Genre: Action | Comedy | Crime | Drama | Mystery | Thriller"
Ibiza Style - August 2018,Books,Magazines,English/Spanish/German | 132 pages | PDF | 26.50 MB
Stick 1985 720p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 44 min | 1.26 GiB | 1 730 kb/s | 1280x688 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Action | Crime | Drama | Thriller"
Statics and Mechanics of Materials (4th Edition),Books,EBooks,English | 2013 | ISBN: 0133451607 | PDF | 912 pages | 160.23 MB
Program Management (Fundamentals of Project Management) ( AZW3),Books,EBooks,"English | February 10, 2016 | ISBN: 1472474279 | 304 pages | AZW3 | 7.41 MB"
Building Single Page Application Using ASP.NET Core & Angular (AZW3),Books,EBooks,"English | February 22, 2018 | ISBN: N/A | ASIN: B079ZYGH5V | 508 pages | AZW3 | 7.03 MB"
G.I. Jane 1997 720p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
2 h 5 min | 1.51 GiB | 1 731 kb/s | 1280x544 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Action | Drama | War"
Shadow Sovereigns: How Global Corporations are Seizing Power,Books,EBooks,"English | June 29, 2015 | ISBN: 074569781X, 0745697828 | EPUB | 208 pages | 1.2 MB"
Lixoft Monolix Suite 2018 R2 (x64),Applications,Windows,File size: 131 MB
Statistical And Data Handling Skills in Biology,Books,EBooks,"English | March 28, 2018 | ISBN: 1292086033 | 437 pages | AZW3 | 7.48 MB"
"CliffsNotes Cbest, 7th Edition (Cliffs Test Prep Cbest)",Books,EBooks,"English | March 19, 2010 | ISBN: 0470454539 | 384 pages | AZW3 | 7.42 MB"
The Night Of The Grizzly 1966 720p HDTV x264-PLUTONiUM,Movies,,"
Language: English,
1 h 36 min | 3.97 GiB | 5 864 kb/s | 1280x544 | AC-3 @ 384 kb/s, 2 channels | mkv,
Genre: Adventure | Western"
Bambi II 2006 BluRay 1080p DD5.1 H265-d3g,Movies,,"
Language: English,
1.95 GiB | 1 h 12 min | 3 857 kb/s | Matroska | 1920x1080 | AC-3, 48.0 kHz, 6 channels, 448 kb/s,
Genre: Animation | Drama | Family"
Critical Translation Studies (Routledge Advances in Translation and Interpreting Studies),Books,EBooks,"English | March 3, 2017 | ISBN: 1138229830 | 228 pages | AZW3 | 7.57 MB"
".Net Knowledge Book: Web Development with Asp.Net MVC, Azure and Entity Framework: .Net Knowledge Book (AZW3)",Books,EBooks,"English | January 7, 2017 | ISBN: 2981311042 | 278 pages | AZW3 | 7.41 MB"
Builder Magazine - September 2018,Books,Magazines,English | True PDF | 116 pages | 30.6 MB
Calculator Plus v5.7.1,Applications,Android,
Delano - September-October 2018,Books,Magazines,English | 100 pages | PDF | 21.10 MB
River Of Death 1989 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 41 min | 1.93 GiB | 2 729 kb/s | 1920x1040 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Adventure"
A Minute To Pray A Second To Die 1968 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 38 min | 1.89 GiB | 2 730 kb/s | 1920x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre: Action | Crime | Drama | Thriller | Western"
Modeliste - October 2018,Books,Magazines,English | 242 pages | PDF | 39 MB
The Nun 2018 720p TS x264 AAC [MW],Movies,,"
Language: English,
1.14 GiB | 1 h 34 min | 1 733 kb/s | Matroska | 1280x532 | AAC, 48.0 kHz, 2 channels, 224 kb/s,
Genre: Horror | Mystery | Thriller"
Training Day 2001 1080p H264 AC3 5.1 Remastered nickarad,Movies,,"
Language: English,
2 h 2 min | 2.07 GiB | 2 423 kb/s | 1920x816 | AC-3 @ 640 kb/s, 6 channels | mp4,
Genre: Crime | Drama | Thriller"
Tac-Tac: Training Pep's Fútbol using Tactical Periodization,Books,EBooks,"English | September 14, 2016 | ISBN: 1539000249 | 90 pages | AZW3 | 7.49 MB"
Mastering the Nikon D5000 (AZW3),Books,EBooks,2010 | ISBN: 1933952520 | English | 394 pages | EPUB | 22 MB
The Taking of Pelham 123 2009 1080p H264 AC3 5.1 Remastered nickarad,Movies,,"
Language: English,
1 h 45 min | 1.86 GiB | 2 513 kb/s | 1920x800 | AC-3 @ 640 kb/s, 6 channels | mp4,
Genre:  Action | Crime | Thriller"
Brave New World: Inside Pochettino's Spurs,Books,EBooks,"English | November 20, 2018 | ISBN: 1409157733 | 368 pages | AZW3 | 6.70 MB"
BBC Natural World - Zambezi (2012) 1080p HDTV x265 AAC MVGroup,TV,,"Language: English,
58 min 39 s | 1.99 GiB | 4 855 kb/s | 1920x1080 | AAC @ 144 kb/s, 2 channels | mkv,
Genre: Documentary"
The Siege 1998 1080p H264 AC3 5.1 Remastered nickarad,Movies,,"
Language: English,
1 h 56 min | 2.28 GiB | 2 814 kb/s | 1920x812 | AC-3 @ 640 kb/s, 6 channels | mp4,
Genre: Action | Thriller"
The WM Magazine - Issue 3 2018,Books,Magazines,English | 68 pages | PDF | 15.40 MB
Chilling Visions 5 Senses Of Fear 2013 BRRip XviD MP3-XVID,Movies,,"
Language: English,
1 h 27 min | 1.10 GiB | 1 806 kb/s | 720x400 | MPEG Audio @ 192 kb/s, 2 channels | avi,
Genre: Horror"
Swinsian 2.1.8 macOS,Applications,macOS,macOS 10.7 or later | Language: English | Size: 15 MB
The Equalizer 2014 1080p H264 AC3 5.1 Remastered nickarad,Movies,,"
Language: English,
2 h 12 min | 2.45 GiB | 2 657 kb/s | 1920x808 | AC-3 @ 640 kb/s, 6 channels | mp4,
Genre: Action | Crime | Thriller"
"Big Book of Virtual Teambuilding Games: Quick, Effective Activities to Build Communication, Trust and Collaboration from",Books,EBooks,English | EPUB | 2011 | ISBN-10: 0071774351 | 256 pages | 5.7 MB
Fast Scanner Pro: PDF Doc Scan v3.8.1,Applications,Android,
BBC - Handmade in the Pacific Series 1: Yidaki (2018) 720p WEB-DL AAC2 0 H264-RTN,TV,,
Easy Scanner Pro v3.1.0 b66,Applications,Android,
"This Land: America, Lost and Found",Books,EBooks,"English | September 11, 2018 | ISBN: 0316415510 | EPUB | 400 pages | 232 MB"
Call Recorder - ACR v29.8 PRO,Applications,Android,
AppBlock - Stay Focused v2.1.4 PRO,Applications,Android,
DjVu Reader Pro 2.2.1 macOS,Applications,macOS,macOS 10.6 or later | Language: English | Size: 7 MB
BBC - Oceans Apart: Art and the Pacific with James Fox Series 1: Australia (2018) 720p WEB-DL AAC2 0 H264-RTN,TV,,
Shyam: An Illustrated Retelling of the Bhagavata,Books,EBooks,2018 | ISBN: 0670084468 | English | 304 pages | EPUB | 14 MB
"Cinema 4D Interface, Tools and Tags",Other,Video Tutorials,"MP4 | Video: h264, 1280x720 | Audio: AAC, 48 KHz, 2 Ch,
Genre: eLearning | Language: English | Duration: 4.5 hours | Size: 2.28 GB"
Using IBM SPSS Statistics for Research Methods and Social Science Statistics (AZW3),Books,EBooks,"English | March 9, 2016 | ISBN: 1506331726 | 168 pages | AZW3 | 6.59 MB"
Nancy 2018 1080p WEB-DL DD 2.0 x264 [MW],Movies,,"
Language: English,
 1.83 GiB | 1 h 26 min | 3 037 kb/s | Matroska | 1920x1080 | E-AC-3, 48.0 kHz, 2 channels, 224 kb/s,
Genre: Drama | Mystery | Thriller"
"The Wisdom Network: An 8-Step Process for Identifying, Sharing, and Leveraging Individual Expertise",Books,EBooks,"English | 2006-06-23 | ISBN: 0814473180 | 240 pages | PDF 			  		      	 			   		      	 			   		      	 			   		    			 | 1,5 MB"
Tourism Information Technology (Tourism Studies),Books,EBooks,"English | November 1, 2014 | ISBN: 1780641850 | 388 pages | AZW3 | 6.56 MB"
Adventure Time 2010 S09 1080p WEB-DL x265 HEVC 10bit AAC 2.0 ImE [QXR],TV,,"
Language: English,
Number Of Episode: 14 ,
2 h 14 min | 1.06 GiB | 1 184 kb/s | 1920x1080 | AAC @ 157 kb/s, 2 channels | mkv,
Genre: Animation | Adventure | Comedy | Family | Fantasy | Sci-Fi"
Are You Here 2013 BRRip XviD MP3-XVID,Movies,,"
Language: English,
1 h 53 min | 1.40 GiB | 1 759 kb/s | 720x400 | MPEG Audio @ 192 kb/s, 2 channels | avi,
Genre: Comedy | Drama"
Champions 2018 720p BluRay DTS x264-HDH,Movies,,"
,
 4.62 GiB | 2 h 4 min | 5 329 kb/s | Matroska | 1280x536 | DTS, 48.0 kHz, 6 channels, 1 509 kb/s,
Genre: Comedy | Drama | Sport"
"Buried Pipe Design, 3rd Edition by A. P. Moser, Steve Folkman",Books,EBooks,ISBN: 007147689X | 2008 |  English | EPUB | 601 pages | 24 MB
Zemana Mobile Antivirus v1.7.3 Premium,Applications,Android,
Cycling Climbs of the Midlands: A Road Cyclists's Guide,Books,EBooks,"English | September 22, 2016 | ISBN: 0711237069 | EPUB | 176 pages | 35.9 MB"
Cycling Climbs of Yorkshire: A Road Cyclists's Guide,Books,EBooks,"English | July 7, 2016 | ISBN: 0711237042 | EPUB | 176 pages | 38.2 			  		   	  		   	  		 		   	 			   		   	  		      		  		  	 			   		  	   		  	   		   	  	 			   			     			  				 MB"
Adventure Time 2010 S10 1080p AMZN WEB-DL x265 HEVC 10bit AAC 2.0 ImE [QXR],TV,,"
Language: English,
2 h 58 min | 1.54 GiB | 1 174 kb/s | 1920x1080 | AAC @ 148 kb/s, 2 channels | mkv,
Number Of Episode,
Genre: Animation | Adventure | Comedy | Family | Fantasy | Sci-Fi"
Candlestick by Carlos Alberto Debastiani,Books,EBooks,"Portuguese, Brazilian | 2007 | ISBN: 8575221183 | 234 pages | AZW3 | 6.43 MB"
Castle Rock S01E09 iNTERNAL 1080p WEB h264-BAMBOOZLE,TV,,"
Language: English,
 44 min 58 s | 1.14 GiB | 3 627 kb/s | 1920x1080 | AAC @ 64.0 kb/s, 2 channels | mkv,
Genre: Drama | Fantasy | Horror | Mystery | Thriller"
"Teaching in Tension: International Pedagogies, National Policies, and Teachers' Practices in Tanzania",Books,EBooks,English | 2013 | ISBN: 9462092222 | 222 Pages | PDF | 2.7 MB
JixiPix Artista Impresso Pro 1.8.7 macOS,Applications,macOS,File size: 114 MB
JixiPix Pastello Pro 1.1.7 macOS,Applications,macOS,File size: 217 MB
"Intermediate Accounting, Volume 2 (ELEVENTH CANADIAN EDITION)",Books,EBooks,English | 2015 | ISBN: 1119048540 | PDF | 816 pages | 9.24 MB
Better Call Saul S04E06 1080p WEB x264-STRiFE,TV,,"
Language: English,
47 min 43 s | 2.13 GiB | 6 403 kb/s | 1920x1080 | E-AC-3 @ 640 kb/s, 6 channels | mkv,
Genre: Crime | Drama"
"Macroeconomics, Fifth Canadian Edtion (5th Edition)",Books,EBooks,English | 2013 | ISBN: 0132164361 | PDF | 608 pages | 5.85 MB
"CSS Cookbook, 3rd Edition (Animal Guide)",Books,EBooks,English | 2010 | ISBN: 059615593X | PDF | 732 pages | 31.18 MB
FrackNation 2013 720p BluRay H264 AAC-RARBG,TV,,"
Language: English,
1 h 16 min | 950 MiB | 1 729 kb/s | 1280x720 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:Documentary"
VA - Motown Gospel 20 Years: 20 Hits (2018) FLAC/MP3,Music,Lossless,"
FLAC (tracks) / Mp3 320 kbps | Soul, RnB | 01:46:12 | 1CD | 243 / 735 Mb"
BlockaNet: Free Proxy List v1.7 build 34 PRO,Applications,Android,
BlazBlue Cross Tag Battle Update v1.30-CODEX,Games,PC,"Genre: Action,
Developer: Arc System Works,
Publisher: Arc System Works,
Language: English,
Size: 648 MB"
Daughter of Dracula 1936 1080p BluRay H264 AAC-RARBG,Movies,,"
Language: English,
1 h 11 min | 1.36 GiB | 2 729 kb/s | 1440x1080 | AAC @ 224 kb/s, 2 channels | mp4,
Genre:Horror | Mystery"
Showtime 2002 1080p WEB-DL-iND,Movies,,"
Language: English,
3.59 GiB | 1 h 35 min | 5 403 kb/s | Matroska | 1920x1080 | AAC, 48.0 kHz, 2 channels, 126 kb/s,
Genre: Action | Comedy | Crime"
Black Earth Rising S01E01 1080p HDTV x264-MTB,TV,,"
Language: English,
57 min 3 s | 1.75 GiB | 4 382 kb/s | 1920x1012 | AC-3 @ 384 kb/s, 6 channels | mkv,
Genre:Thriller"
Black Earth Rising S01E01 XviD-AFG,Movies,,"
Language: English,
58 min 42 s | 439 MiB | 1 046 kb/s | 640x360 | MPEG Audio @ 128 kb/s, 2 channels | avi,
Genre:Thriller"
Best Bear Ever!: A Little Year of Liz Climo,Books,EBooks,"English | September 11th, 2018 | ISBN: 0762463627 | 112 Pages | EPUB | 38.51 MB"
Slice 2018 1080p WEB-DL DD5.1 H264-CMRG,Movies,,"
Language: English,
2.88 GiB | 1 h 22 min | 4 967 kb/s | Matroska | 1916x800 | AC-3, 48.0 kHz, 6 channels, 384 kb/s,
Genre: Comedy | Horror"
The Interrupters - The Interrupters {Deluxe Edition} (2014) Flac,Music,Lossless,"
Flac (tracks) 24-bit/44,1 kHz | Studio Master, Official Digital Download | Ska Punk, Punk Rock, Street Punk | 00:35:33 | 474 Mb"
The Daily Show 2018 Sen Amy Klobuchar and Kevin Love EXTENDED 1080p WEB x264-TBS,TV,,"
Language: English,
31 min 41 s | 902 MiB | 3 981 kb/s | 1920x1080 | AAC @ 128 kb/s, 2 channels | mkv,
Genre: Comedy | News | Talk-Show"
"The Manual for Life: Your Innate, Free, Internal Mechanism for Growing, Healing, and Evolving",Books,EBooks,"English | September 11th, 2018 | ISBN: 1483555895 | 61 Pages | EPUB | 0.11 MB"
